bag_file,topic,group
carbonZ_2018-07-18-15-53-31.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-18-15-53-31.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-18-15-53-31.bag,/mavros/rc/in,control
carbonZ_2018-07-18-15-53-31.bag,/mavros/rc/out,control
carbonZ_2018-07-18-15-53-31.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-18-15-53-31.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-18-15-53-31.bag,/mavros/state,system
carbonZ_2018-07-18-15-53-31.bag,/mavros/time_reference,system
carbonZ_2018-07-18-15-53-31.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-18-15-53-31.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-18-15-53-31.bag,/rosout,system
carbonZ_2018-07-18-15-53-31.bag,/rosout_agg,system
carbonZ_2018-07-18-15-53-31.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-18-15-53-31.bag,/sysid/airspeed/fault,flight_state
carbonZ_2018-07-18-15-53-31.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-18-15-53-31.bag,/sysid/pitch/fault,flight_state
carbonZ_2018-07-18-15-53-31.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-18-15-53-31.bag,/sysid/roll/fault,flight_state
carbonZ_2018-07-18-15-53-31.bag,/tf_static,system
carbonZ_2018-07-18-16-22-01.bag,/diagnostics,system
carbonZ_2018-07-18-16-22-01.bag,/emergency_responder/traj_file,system
carbonZ_2018-07-18-16-22-01.bag,/failure_status/engines,label
carbonZ_2018-07-18-16-22-01.bag,/mavctrl/path_dev,control
carbonZ_2018-07-18-16-22-01.bag,/mavctrl/rpy,control
carbonZ_2018-07-18-16-22-01.bag,/mavlink/from,system
carbonZ_2018-07-18-16-22-01.bag,/mavros/battery,energy
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-18-16-22-01.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/mission/reached,system
carbonZ_2018-07-18-16-22-01.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-18-16-22-01.bag,/mavros/rc/in,control
carbonZ_2018-07-18-16-22-01.bag,/mavros/rc/out,control
carbonZ_2018-07-18-16-22-01.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-18-16-22-01.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-18-16-22-01.bag,/mavros/state,system
carbonZ_2018-07-18-16-22-01.bag,/mavros/time_reference,system
carbonZ_2018-07-18-16-22-01.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-18-16-22-01.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-18-16-22-01.bag,/rosout,system
carbonZ_2018-07-18-16-22-01.bag,/rosout_agg,system
carbonZ_2018-07-18-16-22-01.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-18-16-22-01.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-18-16-22-01.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-18-16-22-01.bag,/tf_static,system
carbonZ_2018-07-18-16-37-39.bag,/diagnostics,system
carbonZ_2018-07-18-16-37-39.bag,/emergency_responder/traj_file,system
carbonZ_2018-07-18-16-37-39.bag,/failure_status/engines,label
carbonZ_2018-07-18-16-37-39.bag,/mavctrl/path_dev,control
carbonZ_2018-07-18-16-37-39.bag,/mavctrl/rpy,control
carbonZ_2018-07-18-16-37-39.bag,/mavlink/from,system
carbonZ_2018-07-18-16-37-39.bag,/mavros/battery,energy
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-18-16-37-39.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/mission/reached,system
carbonZ_2018-07-18-16-37-39.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-18-16-37-39.bag,/mavros/rc/in,control
carbonZ_2018-07-18-16-37-39.bag,/mavros/rc/out,control
carbonZ_2018-07-18-16-37-39.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-18-16-37-39.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-18-16-37-39.bag,/mavros/state,system
carbonZ_2018-07-18-16-37-39.bag,/mavros/time_reference,system
carbonZ_2018-07-18-16-37-39.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-18-16-37-39.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-18-16-37-39.bag,/rosout,system
carbonZ_2018-07-18-16-37-39.bag,/rosout_agg,system
carbonZ_2018-07-18-16-37-39.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-18-16-37-39.bag,/sysid/airspeed/fault,flight_state
carbonZ_2018-07-18-16-37-39.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-18-16-37-39.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-18-16-37-39.bag,/sysid/roll/fault,flight_state
carbonZ_2018-07-18-16-37-39.bag,/tf_static,system
carbonZ_2018-07-30-16-28-00.bag,/diagnostics,system
carbonZ_2018-07-30-16-28-00.bag,/emergency_responder/traj_file,system
carbonZ_2018-07-30-16-28-00.bag,/failure_status/engines,label
carbonZ_2018-07-30-16-28-00.bag,/mavctrl/path_dev,control
carbonZ_2018-07-30-16-28-00.bag,/mavctrl/rpy,control
carbonZ_2018-07-30-16-28-00.bag,/mavlink/from,system
carbonZ_2018-07-30-16-28-00.bag,/mavros/battery,energy
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/gp_origin,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-30-16-28-00.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/mission/reached,system
carbonZ_2018-07-30-16-28-00.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-30-16-28-00.bag,/mavros/rc/in,control
carbonZ_2018-07-30-16-28-00.bag,/mavros/rc/out,control
carbonZ_2018-07-30-16-28-00.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-30-16-28-00.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-30-16-28-00.bag,/mavros/state,system
carbonZ_2018-07-30-16-28-00.bag,/mavros/time_reference,system
carbonZ_2018-07-30-16-28-00.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-30-16-28-00.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-30-16-28-00.bag,/rosout,system
carbonZ_2018-07-30-16-28-00.bag,/rosout_agg,system
carbonZ_2018-07-30-16-28-00.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-30-16-28-00.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-30-16-28-00.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-30-16-28-00.bag,/tf_static,system
carbonZ_2018-07-30-16-29-45.bag,/diagnostics,system
carbonZ_2018-07-30-16-29-45.bag,/emergency_responder/traj_file,system
carbonZ_2018-07-30-16-29-45.bag,/failure_status/engines,label
carbonZ_2018-07-30-16-29-45.bag,/mavctrl/path_dev,control
carbonZ_2018-07-30-16-29-45.bag,/mavctrl/rpy,control
carbonZ_2018-07-30-16-29-45.bag,/mavlink/from,system
carbonZ_2018-07-30-16-29-45.bag,/mavros/battery,energy
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-30-16-29-45.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/mission/reached,system
carbonZ_2018-07-30-16-29-45.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-30-16-29-45.bag,/mavros/rc/in,control
carbonZ_2018-07-30-16-29-45.bag,/mavros/rc/out,control
carbonZ_2018-07-30-16-29-45.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-30-16-29-45.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-30-16-29-45.bag,/mavros/state,system
carbonZ_2018-07-30-16-29-45.bag,/mavros/time_reference,system
carbonZ_2018-07-30-16-29-45.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-30-16-29-45.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-30-16-29-45.bag,/rosout,system
carbonZ_2018-07-30-16-29-45.bag,/rosout_agg,system
carbonZ_2018-07-30-16-29-45.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-30-16-29-45.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-30-16-29-45.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-30-16-29-45.bag,/tf_static,system
carbonZ_2018-07-30-16-39-00.bag,/diagnostics,system
carbonZ_2018-07-30-16-39-00.bag,/failure_status/engines,label
carbonZ_2018-07-30-16-39-00.bag,/mavctrl/path_dev,control
carbonZ_2018-07-30-16-39-00.bag,/mavctrl/rpy,control
carbonZ_2018-07-30-16-39-00.bag,/mavlink/from,system
carbonZ_2018-07-30-16-39-00.bag,/mavros/battery,energy
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-30-16-39-00.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/mission/reached,system
carbonZ_2018-07-30-16-39-00.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-30-16-39-00.bag,/mavros/rc/in,control
carbonZ_2018-07-30-16-39-00.bag,/mavros/rc/out,control
carbonZ_2018-07-30-16-39-00.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-30-16-39-00.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-30-16-39-00.bag,/mavros/state,system
carbonZ_2018-07-30-16-39-00.bag,/mavros/time_reference,system
carbonZ_2018-07-30-16-39-00.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-30-16-39-00.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-30-16-39-00.bag,/rosout,system
carbonZ_2018-07-30-16-39-00.bag,/rosout_agg,system
carbonZ_2018-07-30-16-39-00.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-30-16-39-00.bag,/sysid/airspeed/fault,flight_state
carbonZ_2018-07-30-16-39-00.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-30-16-39-00.bag,/sysid/pitch/fault,flight_state
carbonZ_2018-07-30-16-39-00.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-30-16-39-00.bag,/tf_static,system
carbonZ_2018-07-30-17-02-48.bag,/diagnostics,system
carbonZ_2018-07-30-17-02-48.bag,/failure_status/engines,label
carbonZ_2018-07-30-17-02-48.bag,/mavctrl/path_dev,control
carbonZ_2018-07-30-17-02-48.bag,/mavctrl/rpy,control
carbonZ_2018-07-30-17-02-48.bag,/mavlink/from,system
carbonZ_2018-07-30-17-02-48.bag,/mavros/battery,energy
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-30-17-02-48.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/local_position/pose,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/local_position/velocity,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/mission/reached,system
carbonZ_2018-07-30-17-02-48.bag,/mavros/mission/waypoints,system
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/airspeed,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/errors,unknown
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/pitch,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/roll,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/velocity,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/nav_info/yaw,flight_state
carbonZ_2018-07-30-17-02-48.bag,/mavros/rc/in,control
carbonZ_2018-07-30-17-02-48.bag,/mavros/rc/out,control
carbonZ_2018-07-30-17-02-48.bag,/mavros/setpoint_raw/local,control
carbonZ_2018-07-30-17-02-48.bag,/mavros/setpoint_raw/target_global,control
carbonZ_2018-07-30-17-02-48.bag,/mavros/state,system
carbonZ_2018-07-30-17-02-48.bag,/mavros/time_reference,system
carbonZ_2018-07-30-17-02-48.bag,/mavros/vfr_hud,energy
carbonZ_2018-07-30-17-02-48.bag,/mavros/wind_estimation,flight_state
carbonZ_2018-07-30-17-02-48.bag,/rosout,system
carbonZ_2018-07-30-17-02-48.bag,/rosout_agg,system
carbonZ_2018-07-30-17-02-48.bag,/sysid/airspeed/data,flight_state
carbonZ_2018-07-30-17-02-48.bag,/sysid/pitch/data,flight_state
carbonZ_2018-07-30-17-02-48.bag,/sysid/roll/data,flight_state
carbonZ_2018-07-30-17-02-48.bag,/sysid/roll/fault,flight_state
carbonZ_2018-07-30-17-02-48.bag,/tf_static,system
carbonZ_2018-07-30-17-10-45.bag,/diagnostics,system
carbonZ_2018-07-30-17-10-45.bag,/emergency_responder/traj_file,system
carbonZ_2018-07-30-17-10-45.bag,/failure_status/engines,label
carbonZ_2018-07-30-17-10-45.bag,/mavctrl/path_dev,control
carbonZ_2018-07-30-17-10-45.bag,/mavctrl/rpy,control
carbonZ_2018-07-30-17-10-45.bag,/mavlink/from,system
carbonZ_2018-07-30-17-10-45.bag,/mavros/battery,energy
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/compass_hdg,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/global,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/local,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/raw/fix,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/raw/gps_vel,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/global_position/rel_alt,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/home_position/home,navigation
carbonZ_2018-07-30-17-10-45.bag,/mavros/imu/atm_pressure,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/imu/data,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/imu/data_raw,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/imu/mag,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/imu/temperature,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/local_position/odom,flight_state
carbonZ_2018-07-30-17-10-45.bag,/mavros/local_position/pose,flight_state
